"Knowledge base name","Article title","Article subtitle","Article language","Article URL","Article body","Category","Subcategory","Keywords","Last modified date","Status","Archived"
"Shovels Knowledge Base","Geographic Coverage and Jurisdiction Distribution","How Shovels prioritizes geographic coverage across jurisdictions","en","https://support.shovels.ai/faq/geographic-coverage","Shovels' coverage follows a power law distribution across the approximately 20,000 jurisdictions in the United States. About 85% of the US population resides in just 15% of jurisdictions, and Shovels has strategically focused on covering these high-density areas first. Currently, we cover approximately 2,000 jurisdictions, representing about 85% of the US population. We continue to expand our coverage, adding 10-30 new jurisdictions and 5-10 million new permits each month. While we're still working on covering the ""long tail"" of smaller jurisdictions, our current coverage already encompasses the majority of America's population centers.","Coverage","Geographic Coverage","population coverage,geographic coverage,jurisdictions,power law,expansion","1763157352153","PUBLISHED","false"
"Shovels Knowledge Base","What counts as an API request?","New accounts on Shovels receive 250 free API requests to explore our capabilities before committing to a paid plan. This article explains what constitutes an API request so you can maximize the value of those 250 pings.","en","https://support.shovels.ai/what-counts-as-an-api-request","<p data-start=""0"" data-end=""395"">Every HTTP call you make to the Shovels API—no matter which endpoint you hit—deducts 1 request from the 250-request starter quota that comes with new accounts. This applies to the search endpoints (<code data-start=""228"" data-end=""252"">GET /v2/permits/search</code>, <code data-start=""254"" data-end=""282"">GET /v2/contractors/search</code>) and to the detail endpoints (<code data-start=""313"" data-end=""330"">GET /v2/permits</code>, <code data-start=""332"" data-end=""353"" data-is-only-node="""">GET /v2/contractors</code>). <a href=""https://docs.shovels.ai/api-reference/contractors/get-contractors-by-id"" target=""_blank"" rel=""noopener""></a></p>
<p data-start=""397"" data-end=""682"">How many records can one request return<br>You can ask for up to 100 permits or contractors in a single call by setting the <code data-start=""518"" data-end=""524"">size</code> (or <code data-start=""529"" data-end=""536"">limit</code>) parameter to 100. Whether you retrieve 1 record or 100, it is still just one request against your quota. <a href=""https://docs.shovels.ai/api-reference/permits/search-permits"" target=""_blank"" rel=""noopener""></a></p>
<p data-start=""684"" data-end=""992"">Detail already included in search results<br>Search responses contain the full detail payload for every record returned, so you usually don’t need a separate detail call. If you do call a detail endpoint—whether for one ID or many IDs—it still counts as only one request. <a href=""https://docs.shovels.ai/api-reference/contractors/get-contractors-by-id"" target=""_blank"" rel=""noopener""></a></p>
<p data-start=""994"" data-end=""1212"">Practical examples<br data-start=""1012"" data-end=""1015"">• <code data-start=""1017"" data-end=""1050"">GET /v2/permits/search?size=100</code> → 1 request<br data-start=""1062"" data-end=""1065"">• <code data-start=""1067"" data-end=""1091"">GET /v2/permits?id=123</code> → 1 request<br data-start=""1103"" data-end=""1106"">• <code data-start=""1108"" data-end=""1145"">GET /v2/contractors/search?size=100</code> → 1 request<br data-start=""1157"" data-end=""1160"">• <code data-start=""1162"" data-end=""1198"">GET /v2/contractors?id=abc,def,ghi</code> → 1 request</p>
<p data-start=""1214"" data-end=""1278"">Each of these cases consumes exactly one of your 250 free pings.&nbsp;<br><br>Note that the same request usage applies when you're on a paid plan!&nbsp;</p>","API","","","1751982547308","PUBLISHED","false"
"Shovels Knowledge Base","How do I find a contractor's service area?","Use the Shovels API to identify all cities and zip codes where a contractor has worked by analyzing their permit history","en","https://support.shovels.ai/how-do-i-find-a-contractors-service-area","<p>Understanding where contractors operate is crucial for expanding coverage to lesser-served regions. Rather than relying on self-reported service areas, you can use a contractor's actual permit history to map their complete service footprint across cities and zip codes.</p>
<h3 data-hsprotectlevel=""3"">Overview</h3>
<p>The Shovels API provides access to permit and contractor data, allowing you to programmatically access building permit and contractor information. The API offers access to two primary objects: Permits and Contractors, with permits being official documents issued by city or county authorities required before commencing construction or alterations to a building.</p>
<h3 data-hsprotectlevel=""3"">How It Works</h3>
<p>To determine a contractor's service area, you'll analyze their permit history to create a unique list of cities and zip codes where they've worked. This approach provides concrete evidence of their actual operating territories rather than claimed service areas.</p>
<h3 data-hsprotectlevel=""3"">API Authentication</h3>
<p>Authentication is required for any API request that you make, whether it's in the API Playground or in your own scripts. We use a simple header-based authentication method, X-API-Key: YOUR_API_KEY_HERE. This is available in your Profile Settings &gt; API Key.</p>
<h3 data-hsprotectlevel=""3"">Step-by-Step Process</h3>
<p><strong>Step 1: Get Permits for a Contractor</strong></p>
<p>Use the <code>/v2/permits/search</code> endpoint to retrieve permits for a specific contractor using the contractor_id parameter. In cases where the required field is a value, like a specific contractor_id or address_id, then it's mandatory to first retrieve the foundational data point before getting the insights for it.</p>
<div>
<div>
<div>
<div>&nbsp;</div>
</div>
</div>
<div>bash</div>
<div>
<pre><code>curl -X GET \<br>  'https://api.shovels.ai/v2/permits/search?contractor_id=YOUR_CONTRACTOR_ID&amp;permit_from=2022-01-01&amp;permit_to=2024-12-31' \<br>  -H 'X-API-Key: YOUR_API_KEY_HERE'</code></pre>
</div>
</div>
<p><strong>Step 2: Extract Geographic Data</strong></p>
<p>The response includes a wealth of information about each permit including jurisdiction and location details. From each permit record, extract:</p>
<ul data-hsprotectdepth=""0"">
<li data-hsprotectindex=""0"">City/jurisdiction names</li>
<li data-hsprotectindex=""1"">Zip codes</li>
<li data-hsprotectindex=""2"">Any additional geographic identifiers</li>
</ul>
<p><strong>Step 3: Create Unique Lists</strong></p>
<p>Process the permit data to create deduplicated lists of:</p>
<ul data-hsprotectdepth=""0"">
<li data-hsprotectindex=""0"">All cities where the contractor has worked</li>
<li data-hsprotectindex=""1"">All zip codes in their service area</li>
<li data-hsprotectindex=""2"">Geographic coverage patterns over time</li>
</ul>
<h3 data-hsprotectlevel=""3"">Understanding Permit Data Structure</h3>
<p>The response includes information about each permit including description, number, jurisdiction, property_type, tags, and other relevant data. The current version of the API is v2, which is reflected in the endpoints URL structure: /v2/.</p>
<h3 data-hsprotectlevel=""3"">Geographic Filtering Capabilities</h3>
<p>The new geo_id system enables precise searching by address, zip code, jurisdiction, city, and county - making location-based queries more powerful than ever. With the brand new geo_id schema, we can expand our search capabilities to a broader capacity, now including counties and jurisdictions.</p>
<h3 data-hsprotectlevel=""3"">Best Practices</h3>
<ol data-hsprotectdepth=""0"">
<li data-hsprotectindex=""0""><strong>Use Date Ranges</strong>: Generally speaking, the required fields are the start and end dates for the query, and the corresponding geo_id to point the query to the right place. Query recent permit data (last 2-3 years) for active service areas.</li>
<li data-hsprotectindex=""1""><strong>Handle Pagination</strong>: The API returns data in JSON format, either as pages or single objects. Make sure to handle paginated responses to get complete permit histories.</li>
<li data-hsprotectindex=""2""><strong>Filter by Property Type</strong>: Use property_type parameters to filter by residential or commercial work to understand different service area patterns.</li>
</ol>
<h3 data-hsprotectlevel=""3"">Shovels Online Alternative</h3>
<p>In Shovels Online, we show recent permits for each contractor. You can search for permits and contractors at the county, city, or even specific address level and download permit and contractor data to CSV with a single click.</p>
<h3 data-hsprotectlevel=""3"">Additional Resources</h3>
<p>For more detailed information about using the API, check out the API Reference tab in the documentation hub which outlines all endpoints, parameters, requirements, and responses. You can also use the /list/* endpoints to get the latest valid values for tags and other filters.</p>
<p>For technical support or questions about implementing this approach, reach out to Support at <a href=""mailto:support@shovels.ai"">support@shovels.ai.</a></p>","API","Contractor Data","","1752086896315","PUBLISHED","false"
"Shovels Knowledge Base","How do I pull contractor employee email information at scale?","Learn how to use the Shovels API to retrieve contractor employee contact details including business and personal emails, job titles, and seniority levels for targeted outreach.","en","https://support.shovels.ai/how-do-i-pull-contractor-employee-email-information-at-scale","<p>The Shovels API provides a dedicated endpoint to retrieve employee information for specific contractors, including both personal and business email addresses, job titles, and seniority levels. This is particularly useful for identifying key decision-makers like owners, sales directors, and other personnel likely to respond to outreach efforts.</p>
<h3 data-hsprotectlevel=""3"">Using the List Contractor Employees Endpoint</h3>
<p>The <code>/contractors/{id}/employees</code> endpoint returns comprehensive employee data for a specific contractor. Here's how to use it:</p>
<p><strong>Endpoint:</strong> <code>GET /contractors/{id}/employees</code></p>
<p><strong>Authentication:</strong> Include your API key in the header as <code>X-API-Key: YOUR_API_KEY_HERE</code></p>
<p><strong>Required Parameters:</strong></p>
<ul data-hsprotectdepth=""0"">
<li data-hsprotectindex=""0""><code>{id}</code> - The contractor ID (path parameter)</li>
</ul>
<p><strong>Optional Parameters:</strong></p>
<ul data-hsprotectdepth=""0"">
<li data-hsprotectindex=""0""><code>cursor</code> - For pagination through large result sets</li>
<li data-hsprotectindex=""1""><code>page</code> - Page number for offset-based pagination</li>
<li data-hsprotectindex=""2""><code>size</code> - Number of items per page (1-100)</li>
</ul>
<h3 data-hsprotectlevel=""3"">Sample Request</h3>
<div>
<div>
<div>
<div>&nbsp;</div>
</div>
</div>
<div>bash</div>
<div>
<pre><code>curl --request GET \<br>  --url https://api.shovels.ai/v2/contractors/{id}/employees \<br>  --header 'X-API-Key: YOUR_API_KEY_HERE'</code></pre>
</div>
</div>
<h3 data-hsprotectlevel=""3"">Response Data</h3>
<p>The API returns employee records containing:</p>
<p><strong>Contact Information:</strong></p>
<ul data-hsprotectdepth=""0"">
<li data-hsprotectindex=""0""><code>email</code> - Personal email address</li>
<li data-hsprotectindex=""1""><code>business_email</code> - Business email address</li>
<li data-hsprotectindex=""2""><code>phone</code> - Phone number</li>
<li data-hsprotectindex=""3""><code>linkedin_url</code> - LinkedIn profile</li>
</ul>
<p><strong>Professional Details:</strong></p>
<ul data-hsprotectdepth=""0"">
<li data-hsprotectindex=""0""><code>job_title</code> - Current position</li>
<li data-hsprotectindex=""1""><code>seniority_level</code> - Senior, Mid, Junior, etc.</li>
<li data-hsprotectindex=""2""><code>department</code> - Department or division</li>
</ul>
<p><strong>Additional Data:</strong></p>
<ul data-hsprotectdepth=""0"">
<li data-hsprotectindex=""0""><code>name</code> - Full name</li>
<li data-hsprotectindex=""1"">Address details (street, city, state, zip)</li>
<li data-hsprotectindex=""2"">Demographics (age range, income range, etc.)</li>
</ul>
<h3 data-hsprotectlevel=""3"">Scaling Your Data Collection</h3>
<p><strong>Pagination:</strong> The endpoint supports cursor-based pagination for handling large employee lists. Use the <code>next_cursor</code> value from the response to retrieve subsequent pages.</p>
<p><strong>Bulk Processing:</strong> To process multiple contractors at scale:</p>
<ol data-hsprotectdepth=""0"">
<li data-hsprotectindex=""0"">First, obtain contractor IDs using the contractors search endpoints</li>
<li data-hsprotectindex=""1"">Iterate through each contractor ID</li>
<li data-hsprotectindex=""2"">Call the employees endpoint for each contractor</li>
<li data-hsprotectindex=""3"">Implement proper error handling and rate limiting</li>
</ol>
<p><strong>Targeting Decision Makers:</strong> Filter results by <code>seniority_level</code> (Senior, Executive) and <code>job_title</code> to identify owners, sales directors, and other key personnel most likely to respond to outreach.</p>
<h3 data-hsprotectlevel=""3"">Best Practices</h3>
<ul data-hsprotectdepth=""0"">
<li data-hsprotectindex=""0"">Respect rate limits and avoid frivolous requests</li>
<li data-hsprotectindex=""1"">Use pagination to handle large datasets efficiently</li>
<li data-hsprotectindex=""2"">Store and cache results to minimize API calls</li>
<li data-hsprotectindex=""3"">Filter by job titles and seniority levels to focus on decision-makers</li>
<li data-hsprotectindex=""4"">Always include proper error handling in your implementation</li>
</ul>
<h3 data-hsprotectlevel=""3"">Getting Started</h3>
<p>To begin using this endpoint, you'll need a Shovels API key available in your Profile Settings. The API includes a free trial with 250 requests to help you test the functionality before committing to a paid plan.</p>","API","Contractor Data","","1752087134725","PUBLISHED","false"
"Shovels Knowledge Base","Where do you source your data from?","
","en","https://support.shovels.ai/where-do-you-source-your-data-from","<h4>We source the data directly from the jurisdictions, either via our relationships with the local governments, or through integration with their online permitting portals.</h4>","Data","","","1758735391413","PUBLISHED","false"
"Shovels Knowledge Base","Is there a unique identifier for each permit?","","en","https://support.shovels.ai/is-there-a-unique-identifier-for-each-permit","Yes, the unique identifier for each permit is the ""ID,"" which is generated by Shovels and is unique to every permit. This is distinct from ""permit_no"" which is the permit number assigned by the jurisdiction. There are cases where two different jurisdictions coincidentally assign the same permit_no to two different permits, so the best way to organize the data by unique permit identifiers is the 'ID"". See our <a href=""https://docs.google.com/spreadsheets/d/1qiIxx37_-6vGfGp2i5pXv4w2FdsLsShjCqSVO5v6OMQ/edit?gid=1818227349#gid=1818227349"" target=""_blank"" rel=""noopener"">data dictionary</a> for more of our schema.","Data","","","1752204986845","PUBLISHED","false"
"Shovels Knowledge Base","Why do some permit numbers appear to be duplicates?","","en","https://support.shovels.ai/why-do-some-permit-numbers-appear-to-be-duplicates","Permit numbers may appear as duplicates because they are assigned by the city, and different cities may use the same numbering system. The Shovels ID is used to differentiate between permits from different cities. See our <a href=""https://docs.google.com/spreadsheets/d/1qiIxx37_-6vGfGp2i5pXv4w2FdsLsShjCqSVO5v6OMQ/edit?gid=1818227349#gid=1818227349"" target=""_blank"" rel=""noopener"">data dictionary</a> for full schema.","Data","","","1752205057965","PUBLISHED","false"
"Shovels Knowledge Base","How is the start date and end date defined in the data?","","en","https://support.shovels.ai/how-is-the-start-date-and-end-date-defined-in-the-data","The start date is the first date recorded for a permit, while the end date is the last date recorded. These date fields are generated by Shovels and help customers understand the timeline of each permit. See this <a href=""https://www.shovels.ai/blog/shovels-101-permit-statuses/"" target=""_blank"" rel=""noopener"">blog post</a> for more information.","Data","","","1752205178516","PUBLISHED","false"
"Shovels Knowledge Base","What does it mean if a permit has a final status but no final date?","","en","https://support.shovels.ai/what-does-it-mean-if-a-permit-has-a-final-status-but-no-final-date","If a permit has a final status but no final date, it typically indicates that the permit was issued as an over-the-counter permit, meaning it was approved immediately without the need for a follow-up inspection.","Data","","","1752205256392","PUBLISHED","false"
"Shovels Knowledge Base","What format can the data be delivered in?","","en","https://support.shovels.ai/what-format-can-the-data-be-delivered-in","The data can be delivered in various formats, including Parquet, CSV, or JSON. The preferred format can be determined based on the team's needs.","EDL","","","1752205579199","PUBLISHED","false"
"Shovels Knowledge Base","What types of permits are considered over-the-counter permits?","","en","https://support.shovels.ai/what-types-of-permits-are-considered-over-the-counter-permits","Over-the-counter permits often include simpler projects like solar installations or plumbing work, which may not require extensive review by the city. However, this can vary by city and county.","Data","","","1752205578096","PUBLISHED","false"
"Shovels Knowledge Base","Will there be ongoing support after the initial data delivery?","","en","https://support.shovels.ai/will-there-be-ongoing-support-after-the-initial-data-delivery","Yes, ongoing support can be arranged through regular calls to help interpret and work through the data as needed.","EDL","","","1752205578681","PUBLISHED","false"
"Shovels Knowledge Base","How are property types and details categorized in the data?","","en","https://support.shovels.ai/how-are-property-types-and-details-categorized-in-the-data","Property types and details are derived from a tax assessor file, which is included in the data delivery. However, there may be gaps in coverage, and efforts are ongoing to improve this data.","Data","","","1752205579690","PUBLISHED","false"
"Shovels Knowledge Base","What documentation proves a contractor's legitimacy and compliance with regulations?","","en","https://support.shovels.ai/-temporary-slug-314f14ff-0b4c-4524-b983-afad74f95737","","","","","1752551609532","DRAFT","false"
"Shovels Knowledge Base","Can Shovels API do fuzzy matching?","","en","https://support.shovels.ai/can-shovels-api-do-fuzzy-matching","<p>Address lookup is fuzzy.</p>
<p>Contractor lookup is exact, or you can put in part of the name.</p>
<div aria-setsize=""-1"" data-qa=""virtual-list-item"" data-item-key=""1752873686.388909"" data-hsprotectrole=""listitem"">
<div data-qa=""message_container"" data-qa-unprocessed=""false"" data-qa-placeholder=""false"" data-hsprotectrole=""presentation"">
<div data-qa-hover=""true"" data-hsprotectrole=""document"" data-hsprotectaria-roledescription=""message"">
<div data-qa=""message_content"" data-hsprotectrole=""presentation"">
<div data-qa=""message-text"">
<div data-qa=""block-kit-renderer"">
<div dir=""auto"">&nbsp;</div>
</div>
</div>
</div>
</div>
</div>
</div>
<div aria-setsize=""-1"" data-qa=""virtual-list-item"" data-item-key=""1752873782.345489"" data-hsprotectrole=""listitem"">
<div data-qa=""message_container"" data-qa-unprocessed=""false"" data-qa-placeholder=""false"" data-hsprotectrole=""presentation"">
<div data-qa-hover=""true"" data-hsprotectrole=""document"" data-hsprotectaria-roledescription=""message"">
<div>
<div>
<div data-qa=""message_content"" data-hsprotectrole=""presentation"">
<div>
<div data-qa=""message-text"">
<div data-qa=""block-kit-renderer"">
<div>
<div dir=""auto"">
<div>For example, &nbsp;'John Smith Panels' you can search by 'John', 'Joh', 'Sm', 'Panels'</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>
</div>","API","","","1752879712404","PUBLISHED","false"
"Shovels Knowledge Base","What data fields are included in permit  downloads?","Shovels permit record downloads include 40 data fields covering permit details, timelines, property characteristics, and geographic information. Includes permit IDs, job values, approval durations, property valuations, contractor details, and location coordinates.","en","https://support.shovels.ai/what-data-fields-are-included-in-the-permits-file-download","<h4><a href=""https://48146409.fs1.hubspotusercontent-na1.net/hubfs/48146409/permits_download_sample.csv"" rel=""noopener"">Download a sample</a><br></h4>
<p>Each record in the&nbsp;permits download&nbsp;represents a single permit application with detailed information spanning the entire permit lifecycle, associated property characteristics, and geographic identifiers.</p>
<h4>Key Data Categories</h4>
<p><strong>Permit Information</strong> The dataset includes core permit details such as unique identifiers, descriptions, permit numbers, jurisdictions, job values, types and subtypes, associated fees, and current status. This provides essential context for understanding the scope and nature of each construction project.</p>
<p><strong>Timeline and Duration Tracking</strong> Comprehensive date fields capture the permit journey from initial filing through final completion, including file date, issue date, final date, start date, and end date. Duration metrics track total project time, construction phases, and approval processes, along with inspection pass rates for quality assessment.</p>
<p><strong>Location and Property Details</strong> Geographic data includes street addresses, cities, counties, ZIP codes, latitude/longitude coordinates, census tracts, and congressional districts. Property characteristics cover ownership information, assessed market values, lot sizes, building areas, story counts, unit counts, and year built - providing crucial context for market analysis and property valuation.</p>
<p><strong>Additional Metadata</strong> The dataset includes contractor IDs for tracking key industry players and tags for flexible categorization and filtering.</p>","Web Application","","","1753150848564","PUBLISHED","false"
"Shovels Knowledge Base","What data fields are included in contractor downloads?","Comprehensive contractor dataset with 44 data fields covering business details, contact information, performance metrics, licensing status, and project history. Includes revenue estimates, review ratings, job values, permit counts, and inspection pass rates for informed contractor selection.","en","https://support.shovels.ai/what-data-fields-are-included-in-contractor-downloads","<h4><a href=""https://48146409.fs1.hubspotusercontent-na1.net/hubfs/48146409/contractors_download_sample.csv"" rel=""noopener"">Download a sample</a><br></h4>
<p>This contractors dataset provides comprehensive contractor intelligence with 1,000 records across 44 data fields. Each record represents a licensed contractor with detailed business information, performance metrics, licensing status, and project history tracked by Shovels.</p>
<h4>Key Data Categories</h4>
<p><strong>Business Identity and Contact Information</strong> The dataset includes contractor identification through unique IDs, license numbers, individual and business names, business types, and classifications. Complete contact details feature primary and secondary phone numbers, email addresses, websites, and full address information including street addresses, cities, ZIP codes, jurisdictions, counties, and geographic coordinates.</p>
<p><strong>Business Intelligence and Market Data</strong> Professional profiles include DBA (doing business as) names, SIC and NAICS industry codes, LinkedIn profiles, revenue estimates, employee counts, and primary industry classifications. Customer feedback is captured through review counts and average ratings, providing reputation insights for contractor evaluation.</p>
<p><strong>Performance Metrics and Project History</strong> Comprehensive project analytics track average job values, total job values, and permit counts to assess contractor scale and activity levels. Quality indicators include average construction durations and inspection pass rates, enabling performance-based contractor selection and risk assessment.</p>
<p><strong>Licensing and Status Tracking</strong> License management data covers issue dates, expiration dates, activation dates, and inactivation dates. Activity status is tracked across multiple states including final, active, unknown, and inactive classifications, with first seen dates establishing contractor tenure in the market.</p>
<p>This contractor intelligence enables users to identify qualified contractors, assess performance history, verify licensing status, and make informed decisions for construction projects and business partnerships.</p>","Web Application","","","1753150760839","PUBLISHED","false"
"Shovels Knowledge Base","What are the key sources you are pulling data from?","Shovels pulls building permit data primarily from local jurisdictions directly.","en","https://support.shovels.ai/what-are-the-key-sources-you-are-pulling-data-from","<p>We gather permit data from a variety of municipal and county government sources across the United States. Our key sources include:</p>
<ul>
<li><strong>Local jurisdiction websites:</strong> We collect data directly from city and county building departments' online permit portals</li>
<li><strong>Municipal open data portals:</strong> Many jurisdictions publish their permit data through dedicated open data initiatives</li>
<li><strong>Building department APIs:</strong> When available, we connect to official jurisdiction APIs to access permit information</li>
<li><strong>Public records requests:</strong> For jurisdictions without digital access, we obtain data through formal records requests</li>
</ul>
<p>We then supplement this permit data with additional information from:</p>
<ul>
<li><strong>State contractor licensing boards:</strong> To verify contractor information and licensing status</li>
<li><strong>Address standardization databases:</strong> We use multiple sources (National Address Dataset from the US Census, Open Address dataset, Simple Maps, and ESRI) to standardize and geocode addresses</li>
<li><strong>Tax assessor records:</strong> To enhance property information associated with permits</li>
</ul>
<p>Currently, we cover jurisdictions representing about 80% of the US population, with new jurisdictions being added monthly.</p>
<!-- notionvc: 12b77a8b-8406-4ebd-a53b-7816871ebb26 -->","Coverage","","","1753151124292","PUBLISHED","false"
"Shovels Knowledge Base","Where does your data come from?","","en","https://support.shovels.ai/where-does-your-data-come-from","We collect the data directly from the cities and counties, either through digital methods, or offline methods such as calling their offices and submitting requests. We don't purchase this data from any other source, and instead get it straight from the source","Data","","","1754003624407","PUBLISHED","false"
"Shovels Knowledge Base","What is your pricing structure?","","en","https://support.shovels.ai/pricing-structure","<p>For Shovels Online and Shovels API, you can create an account <a href=""http://app.shovels.ai"" rel=""noopener"">here</a> to see our latest pricing options.</p>
<p>For Enterprise Data options, please contact sales@shovels.ai to talk to someone about your custom needs.</p>","Pricing","","","1754084415783","PUBLISHED","false"
"Shovels Knowledge Base","When is it better to us API vs. EDL or vice versa?","","en","https://support.shovels.ai/when-is-it-better-to-us-api-vs.-edl-or-vice-versa","The&nbsp;API&nbsp;is great for looking up addresses and contractors, product integrations, and local lead lists. If you're trying to get every contractor across multiple counties, and you want all the fields we offer, that's our EDL. We can push this directly into BigQuery, Snowflake, or deliver as parquet files.&nbsp;","Data","","","1754148259651","PUBLISHED","false"
"Shovels Knowledge Base","How do I get resident or homeowner email contact information from Shovels?","","en","https://support.shovels.ai/how-do-i-get-resident-or-homeowner-email-contact-information-from-shovels","Email contact information can be a bit nuanced, because there are several sources where the contact information will come from, so you'll have to take a look across all of them to see what you can find:<br>
<ul>
<li>APPLICANT_EMAIL from PERMITS table:&nbsp; If there's an email of the applicant, we will include it here. Sometimes it's the homeowner email, sometimes it's a builder or their contractor (depends on who is applying) - this is EDL only, not in the API</li>
<li>OWNER_EMAIL from the PERMITS table: same, this comes from the permit; if it's there, we will include it if someone filled it out (note: if filled, this is the owner email at time of permit submission, so it could have changed depending on how old the permit is) - this is EDL only, not in the API</li>
<li>PERSONAL_EMAILS and BUSINESS_EMAIL from the RESIDENTS table. You'll also have to filter for HOMEOWNER = Y on these. If we have data on the residents (aka homeowners') emails, we''ll include in these fields. - this is both EDL and API</li>
</ul>
<p>For API users, to get the contact info from the RESIDENTS table/endpoint, you need to pass the address_id from the permit object into the <a href=""https://docs.shovels.ai/api-reference/addresses/get-residents"" target=""_blank"" rel=""noopener"" data-saferedirecturl=""https://www.google.com/url?q=https://docs.shovels.ai/api-reference/addresses/get-residents&amp;source=gmail&amp;ust=1755206242339000&amp;usg=AOvVaw1iRJy3SIoXXVL-4MmsS_BM"">residents endpoint</a>. This endpoint will give contact info like name, phone, and email on occupants associated with the address.</p>","EDL","","","1755215582585","PUBLISHED","false"
"Shovels Knowledge Base","How does Shovels Online work?","Shovels Online is a powerful tool to help you find building permits and building contractors anywhere in the USA.","en","https://support.shovels.ai/how-does-shovels-online-work","<h4>Dashboard Search Functionality</h4>
<h3>How does the search function work?</h3>
<p>The Shovels dashboard uses an ""AND"" search logic. This means when you select multiple search criteria, the results will show permits that match ALL selected criteria, not just one or the other.</p>
<h3>Can I search by specific keywords?</h3>
<p>Yes, you can search by description keywords. This is particularly useful when looking for specific brand names (like Tesla), building materials, or equipment types (such as heat pumps).</p>
<p>&lt;aside&gt; Note: The search system currently does not account for typos or variations in terminology. Contractors may use different abbreviations (like ""SFR"" instead of ""single family residence""), so keep this in mind when searching.</p>
<p>&lt;/aside&gt;</p>
<h4>Permit Statuses Explained</h4>
<ul>
<li>
<p>What do the different permit statuses mean?</p>
<p>Permits in the Shovels dashboard can have the following statuses:</p>
<ul>
<li><strong>Applied For:</strong> The permit is in review</li>
<li><strong>Active:</strong> The permit has been approved</li>
<li><strong>Finaled:</strong> The permit is fully completed</li>
<li><strong>Inactive:</strong> No date changes have been observed for this permit in a while</li>
</ul>
<p>For more detailed information on permit statuses, check out the blog post on the Shovels website.</p>
</li>
</ul>
<h4>Contractor Search</h4>
<h3>How can I find contractors?</h3>
<p>You can search for contractors based on the types of permits they've pulled. The contractor search provides:</p>
<ul>
<li>Business names</li>
<li>Total lifetime number of permits pulled</li>
<li>Detailed contractor information (for full subscribers)</li>
<li>Contact information</li>
<li>History of permits they've pulled</li>
</ul>
<p>&lt;aside&gt; Important: Not all permits include contractor information. Some jurisdictions don't require contractors to provide their contact details.</p>
<p>&lt;/aside&gt;</p>
<h4>Permit Search</h4>
<h3>What information is available about permits?</h3>
<p>When viewing permits, you'll see:</p>
<ul>
<li>Permit status</li>
<li>Address (when available)</li>
<li>Detailed information about the work being done</li>
</ul>
<p>Note that some permits may not have addresses. This is common with new construction permits where an address hasn't been assigned yet.</p>
<h4>Data Export Options</h4>
<h3>Can I export the data?</h3>
<p>Paying customers can download search results as CSV files. This feature is not available on trial accounts.</p>
<h4>Additional Resources</h4>
<h3>Where can I learn more about the data available?</h3>
<p>Check out the Data Dictionary on the Shovels website. It provides information on:</p>
<ul>
<li>Data schema</li>
<li>Permit categories</li>
<li>Contractor information</li>
<li>Additional appended data points</li>
</ul>
<h4>Contact Information</h4>
<p>For support questions: <a href=""mailto:support@shovels.ai"">support@shovels.ai</a></p>
<p>For sales inquiries about API access, upgrading Shovels Online, or enterprise products: <a href=""mailto:sales@shovels.ai"">sales@shovels.ai</a></p>
<!-- notionvc: de37e113-4884-4c9e-a9f8-20c2cb8389d5 -->","Web Application","User Interface","","1755480794869","PUBLISHED","false"
"Shovels Knowledge Base","What if I need to search for permits in a specific state?","","en","https://support.shovels.ai/faq/api-permit-in-state","<div id=""post-body"">
 <p>Use the 2-letter state abbreviation for the geo_ID. Examples: California = CA, Texas = TX, Florida = FL</p>
 <p>Access our <a href=""https://docs.shovels.ai/docs/shovels-api-introduction"" rel=""noopener"" target=""_blank"">API documentation</a> for further details.</p> 
</div>","API","Permit Data","API,state","1758747099777","PUBLISHED","false"
"Shovels Knowledge Base","Is there a way to automate API calls?","","en","https://support.shovels.ai/faq/api-automate-calls","<div id=""post-body"">
 <p>Yes, developers can automate API calls by integrating the API into their applications using programming languages like Python, as demonstrated by generating code snippets from the API documentation.</p>
 <p>Access our <a href=""https://docs.shovels.ai/docs/shovels-api-introduction"" rel=""noopener"" target=""_blank"">API documentation</a> for further details.</p> 
</div>","API","API Basics","automation,automate,automate calls,API","1758747100226","PUBLISHED","false"
"Shovels Knowledge Base","What is an API endpoint?","","en","https://support.shovels.ai/faq/api-endpoint","<div id=""post-body"">
 <p>An API endpoint is a specific URL that represents a particular function or query within the API. Each endpoint is designed to answer a specific question or request related to the data.</p>
 <p>Access our <a href=""https://docs.shovels.ai/docs/shovels-api-introduction"" rel=""noopener"" target=""_blank"">API documentation</a> for further details.</p> 
 <p>Access our <a href=""https://docs.shovels.ai/docs/shovels-api-introduction"" rel=""noopener"" target=""_blank"">API documentation</a> for further details.</p> 
</div>","API","API Basics"," endpoint,api endpoint,API","1758747095619","PUBLISHED","false"
"Shovels Knowledge Base","How many permits can I retrieve in one API call?","You can retrieve 100 permits per API call","en","https://support.shovels.ai/faq/api-permits-per-call","<div id=""post-body"">
 <p>You can retrieve a maximum of 100 permits per API call. If you need more data, you will have to paginate through the results using the next cursor value provided in the response.</p>
 <p>Access our <a href=""https://docs.shovels.ai/docs/shovels-api-introduction"" rel=""noopener"" target=""_blank"">API documentation</a> for further details.</p> 
</div>","API","API Basics"," permit limit,permits,API,api call","1758747096125","PUBLISHED","false"
